,Product Name,Price,Description,Images,Rate,Link
449,acer Aspire 5 Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) A515-57 Thin and Light Laptop,"₹45,990","Intel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayAcer Care Center, Quick Access, Acer Product Registration, Acer Configuration Manager1 Year International Travelers Warranty (ITW)","<img alt=""acer Aspire 5 Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) A515-57 Thin and Light Laptop"" class=""_396cs4"" loading=""eager"" src=""https://rukminim1.flixcart.com/image/312/312/xif0q/computer/b/d/w/-original-imagzsctya67mjys.jpeg?q=70""/>",,https://www.flipkart.com/acer-aspire-5-core-i3-12th-gen-8-gb-512-gb-ssd-windows-11-home-a515-57-thin-light-laptop/p/itmdfc51ee596569?pid=COMGCRQZ22CJGEXB&lid=LSTCOMGCRQZ22CJGEXBKANLHG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_19_450&otracker=search&otracker1=search&fm=organic&iid=ae84ca61-8508-4806-9947-20f37badf4fe.COMGCRQZ22CJGEXB.SEARCH&ppt=None&ppn=None&ssid=mbzlz51we80000001682623269853&qH=312f91285e048e09
450,MSI Pulse GL66 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 307...,"₹1,34,990","Intel Core i7 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB SSD39.62 cm (15.6 Inch) DisplayMatrix Display (Extend)?Cooler Boost 5?Hi-Res Audio?Nahimic 3, Thin Bezel?Speaker Tuning Engine2 Year On-Site Warranty","<img alt=""MSI Pulse GL66 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 307..."" class=""_396cs4"" loading=""eager"" src=""https://rukminim1.flixcart.com/image/312/312/kt1u3rk0/computer/k/f/3/pulse-gl66-11ugk-thin-and-light-laptop-msi-original-imag6hgu5bffmasm.jpeg?q=70""/>",,https://www.flipkart.com/msi-pulse-gl66-core-i7-11th-gen-16-gb-1-tb-ssd-windows-10-home-8-gb-graphics-nvidia-geforce-rtx-3070-11ugk-431in-gaming-laptop/p/itm9eaffcc31a058?pid=COMG6E8PV7JC3SMM&lid=LSTCOMG6E8PV7JC3SMMVHYKEI&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_19_451&otracker=search&otracker1=search&fm=organic&iid=ae84ca61-8508-4806-9947-20f37badf4fe.COMG6E8PV7JC3SMM.SEARCH&ppt=None&ppn=None&ssid=mbzlz51we80000001682623269853&qH=312f91285e048e09
451,Lenovo IdeaPad 3 Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Lapt...,"₹52,990",Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display2 Years Onsite Warranty,"<img alt=""Lenovo IdeaPad 3 Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Lapt..."" class=""_396cs4"" loading=""eager"" src=""https://rukminim1.flixcart.com/image/312/312/kruyw7k0/computer/f/i/u/na-thin-and-light-laptop-lenovo-original-imag5jy6fsm2yx4q.jpeg?q=70""/>",,https://www.flipkart.com/lenovo-ideapad-3-intel-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-15itl6-thin-light-laptop/p/itm10f8ac508106e?pid=COMGGR9SBTFZCNDU&lid=LSTCOMGGR9SBTFZCNDU84OXGZ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_19_452&otracker=search&otracker1=search&fm=organic&iid=en_er0%2BV8EROMZKfTbdNiDTP3HnNdnw8v3p5Ser%2FmpAbw%2BNtvzlBQvoskfcILpxCHjyh%2BkJfaUO8tQ8sNVPkqhXKw%3D%3D&ppt=None&ppn=None&ssid=mbzlz51we80000001682623269853&qH=312f91285e048e09
452,ASUS ProArt Studiobook 16 OLED (2022) with ASUS Dial Core i7 12th Gen - (32 GB/1 TB SSD/Windows 11 Hom...,"₹2,19,990",Intel Core i7 Processor (12th Gen)32 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD40.64 cm (16 inch) Display1 Year Onsite Warranty,"<img alt=""ASUS ProArt Studiobook 16 OLED (2022) with ASUS Dial Core i7 12th Gen - (32 GB/1 TB SSD/Windows 11 Hom..."" class=""_396cs4"" loading=""eager"" src=""https://rukminim1.flixcart.com/image/312/312/xif0q/computer/d/9/t/-original-imaghryqfmnejfxk.jpeg?q=70""/>",,https://www.flipkart.com/asus-proart-studiobook-16-oled-2022-dial-core-i7-12th-gen-32-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-3070-ti-h7600zw-l711ws-creator-laptop/p/itmb40d6c0fde91b?pid=COMGGBGRYJF4RN9S&lid=LSTCOMGGBGRYJF4RN9SF37VUV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_19_453&otracker=search&otracker1=search&fm=organic&iid=ae84ca61-8508-4806-9947-20f37badf4fe.COMGGBGRYJF4RN9S.SEARCH&ppt=None&ppn=None&ssid=mbzlz51we80000001682623269853&qH=312f91285e048e09
453,APPLE MacBook Air M1 - (16 GB/512 GB SSD/Mac OS Big Sur) Z124J006KD,"₹1,32,900","Apple M1 Processor16 GB DDR4 RAMMac OS Operating System512 GB SSD33.78 cm (13.3 inch) DisplayBuilt-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player1 Year Limited Warranty","<img alt=""APPLE MacBook Air M1 - (16 GB/512 GB SSD/Mac OS Big Sur) Z124J006KD"" class=""_396cs4"" loading=""eager"" src=""https://rukminim1.flixcart.com/image/312/312/kyt0ya80/computer/i/d/p/na-thin-and-light-laptop-apple-original-imagaygvtvf6cx8h.jpeg?q=70""/>",,https://www.flipkart.com/apple-macbook-air-m1-16-gb-512-gb-ssd-mac-os-big-sur-z124j006kd/p/itm57dd82a9cdd4d?pid=COMG9UD4HGY4GFAV&lid=LSTCOMG9UD4HGY4GFAVQ92BTZ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_19_454&otracker=search&otracker1=search&fm=organic&iid=ae84ca61-8508-4806-9947-20f37badf4fe.COMG9UD4HGY4GFAV.SEARCH&ppt=None&ppn=None&ssid=mbzlz51we80000001682623269853&qH=312f91285e048e09
454,DELL Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050Ti) G15...,"₹99,990","Processor: Intel i7-11800H- (2.30 GHz up to 4.60 GHz) 16MB L3RAM & Storage: 16GB DDR4 (2 DIMM Slots) & 512GB SSDGraphics: NVIDIA� GEFORCE� RTX 3050 Ti (4GB GDDR6)Display: 15.6"" FHD WVA AG 250 nits 120Hz Narrow Border, Backlit Keyboard OrangeColor: Dark Shadow GreyPorts: 1. HiSpeed USB 2.0 | 2. HiSpeed USB 2.0 with PowerShare | 3. USB 3.2 Gen 1 Type-C port with DisplayPort with alt mode | 4. SuperSpeed USB 3.2 | 5. HDMI | 6. Power in | 7. RJ45 | 8. Headphones/micIntel Core i7 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD96.52 cm (38 cm) DisplayMS Office Home & Student 20191 Year Premium Support","<img alt=""DELL Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050Ti) G15..."" class=""_396cs4"" loading=""eager"" src=""https://rukminim1.flixcart.com/image/312/312/krz97rk0/computer/t/m/p/na-gaming-laptop-dell-original-imag5nkdyegnzggv.jpeg?q=70""/>",,https://www.flipkart.com/dell-core-i7-11th-gen-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050ti-g15-5511-gaming-laptop/p/itmb2a2428cfb8bd?pid=COMGAD2BA67TFF8Z&lid=LSTCOMGAD2BA67TFF8ZVKMGYE&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_19_455&otracker=search&otracker1=search&fm=organic&iid=ae84ca61-8508-4806-9947-20f37badf4fe.COMGAD2BA67TFF8Z.SEARCH&ppt=None&ppn=None&ssid=mbzlz51we80000001682623269853&qH=312f91285e048e09
455,Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15ITL05 Thin and Ligh...,"₹33,490",Intel Core i3 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System256 GB SSD39.62 cm (15.6 Inch) Display2 Years Onsite Warranty,"<img alt=""Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15ITL05 Thin and Ligh..."" class=""_396cs4"" loading=""eager"" src=""https://rukminim1.flixcart.com/image/312/312/xif0q/computer/p/m/w/-original-imagg5jscr4hcuqc.jpeg?q=70""/>",,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-15itl05-thin-light-laptop/p/itm409e7356d6162?pid=COMGN29YGMXF5DNH&lid=LSTCOMGN29YGMXF5DNHZKTYJV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_19_456&otracker=search&otracker1=search&fm=organic&iid=en_er0%2BV8EROMZKfTbdNiDTP3HnNdnw8v3p5Ser%2FmpAbw%2Bhn6blLl6EI0m%2Bcwj8uIJgZK4d3xxC1ijxeWDp1gFhdw%3D%3D&ppt=None&ppn=None&ssid=mbzlz51we80000001682623269853&qH=312f91285e048e09
456,ASUS ROG Zephyrus Duo 16 (2022) Dual Screen Laptop with 90Whr Battery Ryzen 7 Octa Core 6800H - (32 GB...,"₹2,24,990",AMD Ryzen 7 Octa Core Processor32 GB DDR5 RAM64 bit Windows 11 Operating System2 TB SSD40.64 cm (16 Inch) Display1 Year Onsite Warranty,"<img alt=""ASUS ROG Zephyrus Duo 16 (2022) Dual Screen Laptop with 90Whr Battery Ryzen 7 Octa Core 6800H - (32 GB..."" class=""_396cs4"" loading=""eager"" src=""https://rukminim1.flixcart.com/image/312/312/l58iaa80/computer/5/q/p/gx650rm-ls019ws-gaming-laptop-asus-original-imagfyg8tkytthbb.jpeg?q=70""/>",,https://www.flipkart.com/asus-rog-zephyrus-duo-16-2022-dual-screen-laptop-90whr-battery-ryzen-7-octa-core-6800h-32-gb-2-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-3060-gx650rmz-ls019ws-gaming/p/itmcd770a8579dbe?pid=COMGFWCYKAZEG8NU&lid=LSTCOMGFWCYKAZEG8NU4SR27N&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_20_457&otracker=search&otracker1=search&fm=organic&iid=679060c0-e39f-4180-a3f0-b5ce2c2ba1ca.COMGFWCYKAZEG8NU.SEARCH&ppt=None&ppn=None&ssid=q6c4nw6ucg0000001682623271222&qH=312f91285e048e09
457,DELL Vostro Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) Vostro 3400 Thin and Light Laptop,"₹42,690",Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD38.0 cm (14.96 Inch) DisplayMicrosoft Office Home and Student 20211 Year Onsite Warranty,"<img alt=""DELL Vostro Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) Vostro 3400 Thin and Light Laptop"" class=""_396cs4"" loading=""eager"" src=""https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/o/d/w/-original-imagf35eyyeezqpk.jpeg?q=70""/>",,https://www.flipkart.com/dell-vostro-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-3400-thin-light-laptop/p/itme6d2c212a9877?pid=COMG9NYDYEH382TD&lid=LSTCOMG9NYDYEH382TDR8YS6R&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_20_458&otracker=search&otracker1=search&fm=organic&iid=679060c0-e39f-4180-a3f0-b5ce2c2ba1ca.COMG9NYDYEH382TD.SEARCH&ppt=None&ppn=None&ssid=q6c4nw6ucg0000001682623271222&qH=312f91285e048e09
458,ASUS ROG Zephyrus M16 (2022) with 90Whr Battery Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 G...,"₹1,79,990",Intel Core i7 Processor (12th Gen)16 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD40.64 cm (16 Inch) Display1 Year Onsite Warranty,"<img alt=""ASUS ROG Zephyrus M16 (2022) with 90Whr Battery Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 G..."" class=""_396cs4"" loading=""eager"" src=""https://rukminim1.flixcart.com/image/312/312/l1dwknk0/computer/9/h/w/-original-imagcyqrxezssnue.jpeg?q=70""/>",,https://www.flipkart.com/asus-rog-zephyrus-m16-2022-90whr-battery-core-i7-12th-gen-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-gu603zm-k8035ws-laptop/p/itmdff133a683799?pid=COMGCRV8B5YDNKKG&lid=LSTCOMGCRV8B5YDNKKGCZ21JP&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_20_459&otracker=search&otracker1=search&fm=organic&iid=679060c0-e39f-4180-a3f0-b5ce2c2ba1ca.COMGCRV8B5YDNKKG.SEARCH&ppt=None&ppn=None&ssid=q6c4nw6ucg0000001682623271222&qH=312f91285e048e09
459,Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 81X800J3IN|81X800LGIN...,"₹37,500",Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayOffice Home and Student 20212 Year Onsite�Warranty,"<img alt=""Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 81X800J3IN|81X800LGIN..."" class=""_396cs4"" loading=""eager"" src=""https://rukminim1.flixcart.com/image/312/312/xif0q/computer/9/z/v/-original-imagg5hhxrje3jqk.jpeg?q=70""/>",,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-81x800j3in-81x800lgin-81x800n2in-thin-light-laptop/p/itmd51064c6f0c1a?pid=COMGBNFUTNYFZRJQ&lid=LSTCOMGBNFUTNYFZRJQEVXKZI&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_20_460&otracker=search&otracker1=search&fm=organic&iid=en_EW1P9k2%2BnIkWPrNW5GjRflih7EnIfBJGJ5zrWlnvoHGmFWOw5f7khJEF45ViPUu15jvKLcbEXjA5Qqj93kkVKg%3D%3D&ppt=None&ppn=None&ssid=q6c4nw6ucg0000001682623271222&qH=312f91285e048e09
460,"ASUS Zenbook S 13 OLED (2023) 1 cm Thin & 1 kg Light, Intel EVO Core i5 13th Gen - (16 GB/512 GB SSD/W...","₹1,09,990",Intel Core i5 Processor (13th Gen)16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD33.78 cm (13.3 Inch) Display1 Year Onsite Warranty,"<img alt=""ASUS Zenbook S 13 OLED (2023) 1 cm Thin &amp; 1 kg Light, Intel EVO Core i5 13th Gen - (16 GB/512 GB SSD/W..."" class=""_396cs4"" loading=""eager"" src=""https://rukminim1.flixcart.com/image/312/312/xif0q/computer/i/s/n/-original-imagzvkfzzvwxqht.jpeg?q=70""/>",,https://www.flipkart.com/asus-zenbook-s-13-oled-2023-1-cm-thin-kg-light-intel-evo-core-i5-13th-gen-16-gb-512-gb-ssd-windows-11-home-ux5304va-nq542ws-light-laptop/p/itm0d123eeb20048?pid=COMGZDQJY7EPFK6B&lid=LSTCOMGZDQJY7EPFK6BDKZW46&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_20_461&otracker=search&otracker1=search&fm=organic&iid=679060c0-e39f-4180-a3f0-b5ce2c2ba1ca.COMGZDQJY7EPFK6B.SEARCH&ppt=None&ppn=None&ssid=q6c4nw6ucg0000001682623271222&qH=312f91285e048e09
461,MSI Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-440IN Thin and Light Laptop,"₹54,990",Intel Core i5 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Carry-in Warranty,"<img alt=""MSI Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-440IN Thin and Light Laptop"" class=""_396cs4"" loading=""eager"" src=""https://rukminim1.flixcart.com/image/312/312/xif0q/computer/k/h/a/-original-imagnqmwbbxzm8tp.jpeg?q=70""/>",,https://www.flipkart.com/msi-core-i5-12th-gen-8-gb-512-gb-ssd-windows-11-home-modern-14-c12m-440in-thin-light-laptop/p/itm382b14006946b?pid=COMGMV6VJGYVBZSM&lid=LSTCOMGMV6VJGYVBZSMEGXIZN&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_20_462&otracker=search&otracker1=search&fm=organic&iid=679060c0-e39f-4180-a3f0-b5ce2c2ba1ca.COMGMV6VJGYVBZSM.SEARCH&ppt=None&ppn=None&ssid=q6c4nw6ucg0000001682623271222&qH=312f91285e048e09
462,DELL Inspiron Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and Lig...,"₹59,769",Intel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Hardware Service,"<img alt=""DELL Inspiron Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and Lig..."" class=""_396cs4"" loading=""eager"" src=""https://rukminim1.flixcart.com/image/312/312/xif0q/computer/y/h/w/-original-imaghzahgukpkyfu.jpeg?q=70""/>",,https://www.flipkart.com/dell-inspiron-core-i5-12th-gen-8-gb-512-gb-ssd-windows-11-home-new-15-laptop-thin-light/p/itmae0ed2021be79?pid=COMGJ75HN66KHZYB&lid=LSTCOMGJ75HN66KHZYBNRNAFV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_20_463&otracker=search&otracker1=search&fm=organic&iid=679060c0-e39f-4180-a3f0-b5ce2c2ba1ca.COMGJ75HN66KHZYB.SEARCH&ppt=None&ppn=None&ssid=q6c4nw6ucg0000001682623271222&qH=312f91285e048e09
463,Lenovo IdeaPad 3 Intel Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 14ITL05 Thin and Light Lap...,"₹33,990",Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.56 cm (14 inch) DisplayOffice Home and Student 20212 Year Onsite�Warranty,"<img alt=""Lenovo IdeaPad 3 Intel Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 14ITL05 Thin and Light Lap..."" class=""_396cs4"" loading=""eager"" src=""https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/c/q/t/lenovo-na-thin-and-light-laptop-original-imafuzt873zgp9xe.jpeg?q=70""/>",,https://www.flipkart.com/lenovo-ideapad-3-intel-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-14itl05-thin-light-laptop/p/itme5d4463121c64?pid=COMG9VKERHP4FACH&lid=LSTCOMG9VKERHP4FACHOL4YVH&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_20_464&otracker=search&otracker1=search&fm=organic&iid=en_EW1P9k2%2BnIkWPrNW5GjRflih7EnIfBJGJ5zrWlnvoHHNfKVU26kPfEklt3RJIc3QUvE%2FjScOavw07jBcVtOLuw%3D%3D&ppt=None&ppn=None&ssid=q6c4nw6ucg0000001682623271222&qH=312f91285e048e09
464,DELL Inspiron Ryzen 5 Quad Core 3450U - (8 GB/256 GB SSD/Windows 10) Inspiron 3515 Thin and Light Lapt...,"₹42,690",AMD Ryzen 5 Quad Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System256 GB SSD39.62 cm (15.6 inch) DisplayOffice Home and Student 2019 included1 Year Onsite Warranty,"<img alt=""DELL Inspiron Ryzen 5 Quad Core 3450U - (8 GB/256 GB SSD/Windows 10) Inspiron 3515 Thin and Light Lapt..."" class=""_396cs4"" loading=""eager"" src=""https://rukminim1.flixcart.com/image/312/312/ku5ufm80/computer/l/i/u/inspiron-3515-thin-and-light-laptop-dell-original-imag7chq58xfqfga.jpeg?q=70""/>",,https://www.flipkart.com/dell-inspiron-ryzen-5-quad-core-3450u-8-gb-256-gb-ssd-windows-10-3515-thin-light-laptop/p/itm257ad565516fb?pid=COMG6D9UFZJMFGHK&lid=LSTCOMG6D9UFZJMFGHKGOF8B6&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_20_465&otracker=search&otracker1=search&fm=organic&iid=679060c0-e39f-4180-a3f0-b5ce2c2ba1ca.COMG6D9UFZJMFGHK.SEARCH&ppt=None&ppn=None&ssid=q6c4nw6ucg0000001682623271222&qH=312f91285e048e09
465,ASUS TUF GAMING A15 Ryzen 7 Octa Core 4800H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,"₹70,907","AMD Ryzen 7 Octa Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayWindows 11, 1 Year McAfee1 Year Onsite Warranty","<img alt=""ASUS TUF GAMING A15 Ryzen 7 Octa Core 4800H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge..."" class=""_396cs4"" loading=""eager"" src=""https://rukminim1.flixcart.com/image/312/312/xif0q/computer/m/t/8/fa506icb-hn005w-gaming-laptop-asus-original-imagguv66hcfz7yx.jpeg?q=70""/>",,https://www.flipkart.com/asus-tuf-gaming-a15-ryzen-7-octa-core-4800h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-fa506icb-hn005w-laptop/p/itma12446d5777f5?pid=COMGGUV6AKUDZZFR&lid=LSTCOMGGUV6AKUDZZFRB1XNPZ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_20_466&otracker=search&otracker1=search&fm=organic&iid=679060c0-e39f-4180-a3f0-b5ce2c2ba1ca.COMGGUV6AKUDZZFR.SEARCH&ppt=None&ppn=None&ssid=q6c4nw6ucg0000001682623271222&qH=312f91285e048e09
466,MSI Core i7 13th Gen - (32 GB/2 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 4070) Raider G...,"₹3,35,990",Intel Core i7 Processor (13th Gen)32 GB DDR5 RAMWindows 11 Operating System2 TB SSD40.64 cm (16 Inch) Display2 Year Carry-in Warranty,"<img alt=""MSI Core i7 13th Gen - (32 GB/2 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 4070) Raider G..."" class=""_396cs4"" loading=""eager"" src=""https://rukminim1.flixcart.com/image/312/312/xif0q/computer/1/s/q/raider-ge68hx-13vg-026in-gaming-laptop-msi-original-imagnjyvna5hzgkw.jpeg?q=70""/>",,https://www.flipkart.com/msi-core-i7-13th-gen-32-gb-2-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-4070-raider-ge68hx-13vg-026in-gaming-laptop/p/itmfdd2fa90f6f8f?pid=COMGMV6VDZG4C8D5&lid=LSTCOMGMV6VDZG4C8D5UEY4LP&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_20_467&otracker=search&otracker1=search&fm=organic&iid=679060c0-e39f-4180-a3f0-b5ce2c2ba1ca.COMGMV6VDZG4C8D5.SEARCH&ppt=None&ppn=None&ssid=q6c4nw6ucg0000001682623271222&qH=312f91285e048e09
467,Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15ITL6 Laptop,"₹34,990",Intel Core i3 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System256 GB SSD38.1 cm (15 inch) Display2 Year Onsite Warranty,"<img alt=""Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15ITL6 Laptop"" class=""_396cs4"" loading=""eager"" src=""https://rukminim1.flixcart.com/image/312/312/ky90scw0/computer/k/7/k/ideapad-slim-82h801lgin-laptop-lenovo-original-imagagrpkzaxrcdc.jpeg?q=70""/>",,https://www.flipkart.com/lenovo-ideapad-3-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-15itl6-laptop/p/itm47e0294678bb0?pid=COMGAGRYXAWSHSRM&lid=LSTCOMGAGRYXAWSHSRMH2NQTD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_20_468&otracker=search&otracker1=search&fm=organic&iid=en_EW1P9k2%2BnIkWPrNW5GjRflih7EnIfBJGJ5zrWlnvoHGEL1odeXuIwqanLESaXWHfuPbe0MeA0wO%2FU1kI0c5hzg%3D%3D&ppt=None&ppn=None&ssid=q6c4nw6ucg0000001682623271222&qH=312f91285e048e09
468,ASUS EeeBook 12 Celeron Dual Core - (4 GB/64 GB EMMC Storage/Windows 11 Home) E210MA-GJ012W Thin and L...,"₹16,990",Intel Celeron Dual Core Processor4 GB DDR4 RAM64 bit Windows 11 Operating System29.46 cm (11.6 Inch) Display1 Year Onsite warranty,"<img alt=""ASUS EeeBook 12 Celeron Dual Core - (4 GB/64 GB EMMC Storage/Windows 11 Home) E210MA-GJ012W Thin and L..."" class=""_396cs4"" loading=""eager"" src=""https://rukminim1.flixcart.com/image/312/312/l3t2fm80/computer/e/x/m/-original-imageuecggrzczd5.jpeg?q=70""/>",,https://www.flipkart.com/asus-eeebook-12-celeron-dual-core-4-gb-64-gb-emmc-storage-windows-11-home-e210ma-gj012w-thin-light-laptop/p/itm52549081dabc9?pid=COMGB6DZAK9RNUHZ&lid=LSTCOMGB6DZAK9RNUHZUBDHFP&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_20_469&otracker=search&otracker1=search&fm=organic&iid=679060c0-e39f-4180-a3f0-b5ce2c2ba1ca.COMGB6DZAK9RNUHZ.SEARCH&ppt=None&ppn=None&ssid=q6c4nw6ucg0000001682623271222&qH=312f91285e048e09
