,Product Name,Price,Description,Images,Rate,Link
56,ASUS Vivobook 15 OLED (2022) Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1505ZA-L1311WS Thin...,"₹47,990","Get unparalleled power and reliability with the new Intel 12th Gen CPU15.6 Inch Full HD OLED 16:9 aspect ratio, 0.2ms response time, 600nits HDR peak brightness, 100% DCI-P3 color gamut, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, PANTONE Validated, Glossy display, 70% less harmful blue light, TUV Rheinland-certifiedStylish & Portable Just 1.99 cm thin and 1.7 kg in weight. US MIL-STD 810H Military-grade durabilityLight Laptop without Optical Disk DriveBacklit chiclet keyboard, Finger Print Sensor for Faster System Access720p HD webcam with physical privacy shutter180 ErgoLift hinge for comfortable and collaborative use casesIntel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty","<img alt=""ASUS Vivobook 15 OLED (2022) Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1505ZA-L1311WS Thin..."" class=""_396cs4"" loading=""eager"" src=""https://rukminim1.flixcart.com/image/312/312/xif0q/computer/k/b/q/-original-imaghsggzmjg7qgn.jpeg?q=70""/>",,https://www.flipkart.com/asus-vivobook-15-oled-2022-core-i3-12th-gen-8-gb-512-gb-ssd-windows-11-home-x1505za-l1311ws-thin-light-laptop/p/itmd96ceab9273cf?pid=COMGHPPSM6JR8XKT&lid=LSTCOMGHPPSM6JR8XKTT8TPSY&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_57&otracker=search&otracker1=search&fm=organic&iid=2e058c44-ff51-401f-87b7-8906a16945f6.COMGHPPSM6JR8XKT.SEARCH&ppt=None&ppn=None&ssid=0ke48age1s0000001682623252970&qH=312f91285e048e09
57,HP Pavilion Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) 15-eh2024AU Thin and Light La...,"₹58,990",AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,"<img alt=""HP Pavilion Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) 15-eh2024AU Thin and Light La..."" class=""_396cs4"" loading=""eager"" src=""https://rukminim1.flixcart.com/image/312/312/l111lzk0/computer/x/n/s/15-eh2024au-thin-and-light-laptop-hp-original-imagcztggrjh7zb2.jpeg?q=70""/>",,https://www.flipkart.com/hp-pavilion-ryzen-5-hexa-core-5625u-16-gb-512-gb-ssd-windows-11-home-15-eh2024au-thin-light-laptop/p/itmcaad9c87de8e5?pid=COMGCGST9RM6UYQP&lid=LSTCOMGCGST9RM6UYQPATBBFF&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_58&otracker=search&otracker1=search&fm=organic&iid=2e058c44-ff51-401f-87b7-8906a16945f6.COMGCGST9RM6UYQP.SEARCH&ppt=None&ppn=None&ssid=0ke48age1s0000001682623252970&qH=312f91285e048e09
58,ASUS TUF Gaming A15 with 90Whr Battery Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/6 G...,"₹89,990",AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,"<img alt=""ASUS TUF Gaming A15 with 90Whr Battery Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/6 G..."" class=""_396cs4"" loading=""eager"" src=""https://rukminim1.flixcart.com/image/312/312/xif0q/computer/2/h/n/-original-imaggzesaqdhy3xd.jpeg?q=70""/>",,https://www.flipkart.com/asus-tuf-gaming-a15-90whr-battery-ryzen-7-octa-core-5800h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3060-fa506qm-hn008w-laptop/p/itmcc4c1c0d500ac?pid=COMGGYY3RQKKKVKS&lid=LSTCOMGGYY3RQKKKVKSNV6PMX&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_59&otracker=search&otracker1=search&fm=organic&iid=2e058c44-ff51-401f-87b7-8906a16945f6.COMGGYY3RQKKKVKS.SEARCH&ppt=None&ppn=None&ssid=0ke48age1s0000001682623252970&qH=312f91285e048e09
59,ASUS Vivobook S14 OLED Intel EVO H-Series Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3402Z...,"₹73,990",Intel Core i5 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty,"<img alt=""ASUS Vivobook S14 OLED Intel EVO H-Series Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3402Z..."" class=""_396cs4"" loading=""eager"" src=""https://rukminim1.flixcart.com/image/312/312/l2urv680/computer/h/a/y/-original-image333r3phuvgr.jpeg?q=70""/>",,https://www.flipkart.com/asus-vivobook-s14-oled-intel-evo-h-series-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-s3402za-km502ws-thin-light-laptop/p/itmf9337acb97e70?pid=COMGCG2GXGJGEYUW&lid=LSTCOMGCG2GXGJGEYUWWBBOKT&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_60&otracker=search&otracker1=search&fm=organic&iid=en_lCh00%2BFw9zeWwwPpm91Vw7ZlVwH%2BeEuOkVMAafwHTVTM8PUAXgqHzvE9OgNsrpJPwPAXtoJIfYhWqrlMGpb0%2Fw%3D%3D&ppt=None&ppn=None&ssid=0ke48age1s0000001682623252970&qH=312f91285e048e09
60,ASUS ROG Strix G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HX - (16 GB/1 TB SSD/Windows 11 Hom...,"₹1,77,990",AMD Ryzen 9 Octa Core Processor16 GB DDR4 RAM64 bit Windows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,"<img alt=""ASUS ROG Strix G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HX - (16 GB/1 TB SSD/Windows 11 Hom..."" class=""_396cs4"" loading=""eager"" src=""https://rukminim1.flixcart.com/image/312/312/xif0q/computer/z/g/9/-original-imaggjqyfupmuew7.jpeg?q=70""/>",,https://www.flipkart.com/asus-rog-strix-g15-2022-90whr-battery-ryzen-9-octa-core-6900hx-16-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-3070-ti-g513rw-hq149ws-gaming-laptop/p/itm2b5d49e22f6d9?pid=COMGGYY3N2EDFETT&lid=LSTCOMGGYY3N2EDFETTPOYGDA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_61&otracker=search&otracker1=search&fm=organic&iid=2e058c44-ff51-401f-87b7-8906a16945f6.COMGGYY3N2EDFETT.SEARCH&ppt=None&ppn=None&ssid=0ke48age1s0000001682623252970&qH=312f91285e048e09
61,acer Extensa Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) EX 215-54 Thin and Light Laptop,"₹32,990",Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 Inch) Display1 Year International Travelers Warranty (ITW),"<img alt=""acer Extensa Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) EX 215-54 Thin and Light Laptop"" class=""_396cs4"" loading=""eager"" src=""https://rukminim1.flixcart.com/image/312/312/xif0q/computer/j/y/l/-original-imagnpcezv5dfdew.jpeg?q=70""/>",,https://www.flipkart.com/acer-extensa-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-ex-215-54-thin-light-laptop/p/itm078143c1933b1?pid=COMGGYEBHVBR8EVN&lid=LSTCOMGGYEBHVBR8EVNRJAVBG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_62&otracker=search&otracker1=search&fm=organic&iid=2e058c44-ff51-401f-87b7-8906a16945f6.COMGGYEBHVBR8EVN.SEARCH&ppt=None&ppn=None&ssid=0ke48age1s0000001682623252970&qH=312f91285e048e09
62,ASUS TUF Dash F15 (2022) Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,"₹84,840",Intel Core i5 Processor (12th Gen)8 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student1 Year Onsite Warranty,"<img alt=""ASUS TUF Dash F15 (2022) Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo..."" class=""_396cs4"" loading=""eager"" src=""https://rukminim1.flixcart.com/image/312/312/l4n2oi80/computer/q/u/u/-original-imagfhpzry32pdyg.jpeg?q=70""/>",,https://www.flipkart.com/asus-tuf-dash-f15-2022-core-i5-12th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-fx517zc-hn035ws-gaming-laptop/p/itme5b388b99b91b?pid=COMGFYQZBR2MS4B9&lid=LSTCOMGFYQZBR2MS4B9IY76UB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_63&otracker=search&otracker1=search&fm=organic&iid=2e058c44-ff51-401f-87b7-8906a16945f6.COMGFYQZBR2MS4B9.SEARCH&ppt=None&ppn=None&ssid=0ke48age1s0000001682623252970&qH=312f91285e048e09
63,Lenovo IdeaPad 3 Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin and Light Lap...,"₹60,990",Intel Core i5 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Years Onsite�Warranty,"<img alt=""Lenovo IdeaPad 3 Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin and Light Lap..."" class=""_396cs4"" loading=""eager"" src=""https://rukminim1.flixcart.com/image/312/312/xif0q/computer/a/c/3/-original-imagg56h9gat842s.jpeg?q=70""/>",,https://www.flipkart.com/lenovo-ideapad-3-intel-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-15iau7-thin-light-laptop/p/itmb696704ad257e?pid=COMGHA9RYJRG8JE6&lid=LSTCOMGHA9RYJRG8JE6DAGDGQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_64&otracker=search&otracker1=search&fm=organic&iid=en_lCh00%2BFw9zeWwwPpm91Vw7ZlVwH%2BeEuOkVMAafwHTVSV6jmpTVjmOTLvM4vUndsHnJhSDAezz7ahWwakty8QFA%3D%3D&ppt=None&ppn=None&ssid=0ke48age1s0000001682623252970&qH=312f91285e048e09
64,Mi Notebook Horizon Edition 14 Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) JYU4...,"₹56,490","Intel Core i7 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayMi Blaze Unlock (Unlock NoteBook with Help of a Mi Band), Mi Smart Share1 Year Manufacturer Warranty from the Date of Purchase","<img alt=""Mi Notebook Horizon Edition 14 Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) JYU4..."" class=""_396cs4"" loading=""eager"" src=""https://rukminim1.flixcart.com/image/312/312/kl2mljk0/computer/h/h/r/na-thin-and-light-laptop-mi-original-imagy9zzhzwbgqha.jpeg?q=70""/>",,https://www.flipkart.com/mi-notebook-horizon-14-core-i7-10th-gen-8-gb-512-gb-ssd-windows-10-home-2-graphics-jyu4246in-thin-light-laptop/p/itmd089c75cd439e?pid=COMFZEYHZAYXNTDY&lid=LSTCOMFZEYHZAYXNTDYABSQVX&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_65&otracker=search&otracker1=search&fm=organic&iid=2e058c44-ff51-401f-87b7-8906a16945f6.COMFZEYHZAYXNTDY.SEARCH&ppt=None&ppn=None&ssid=0ke48age1s0000001682623252970&qH=312f91285e048e09
65,APPLE 2022 MacBook Pro M2 - (8 GB/512 GB SSD/Mac OS Monterey) MNEJ3HN/A,"₹1,35,990","Apple M2 Processor8 GB Unified Memory RAMMac OS Operating System512 GB SSD33.78 cm (13.3 Inch) DisplayBuilt-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player1 Year Limited Warranty","<img alt=""APPLE 2022 MacBook Pro M2 - (8 GB/512 GB SSD/Mac OS Monterey) MNEJ3HN/A"" class=""_396cs4"" loading=""eager"" src=""https://rukminim1.flixcart.com/image/312/312/xif0q/computer/z/z/o/-original-imagfdeu9rmugapt.jpeg?q=70""/>",,https://www.flipkart.com/apple-2022-macbook-pro-m2-8-gb-512-gb-ssd-mac-os-monterey-mnej3hn-a/p/itm16d048c105239?pid=COMGFB2GHYYUVJGF&lid=LSTCOMGFB2GHYYUVJGFISMUCW&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_66&otracker=search&otracker1=search&fm=organic&iid=2e058c44-ff51-401f-87b7-8906a16945f6.COMGFB2GHYYUVJGF.SEARCH&ppt=None&ppn=None&ssid=0ke48age1s0000001682623252970&qH=312f91285e048e09
66,ASUS ROG Zephyrus M16 (2023) Core i9 13th Gen - (32 GB/1 TB SSD/Windows 11 Home/12 GB Graphics/NVIDIA ...,"₹2,99,990",Intel Core i9 Processor (13th Gen)32 GB DDR5 RAMWindows 11 Operating System1 TB SSD40.64 cm (16 Inch) Display1 Year Onsite Warranty,"<img alt=""ASUS ROG Zephyrus M16 (2023) Core i9 13th Gen - (32 GB/1 TB SSD/Windows 11 Home/12 GB Graphics/NVIDIA ..."" class=""_396cs4"" loading=""eager"" src=""https://rukminim1.flixcart.com/image/312/312/xif0q/computer/q/w/v/-original-imagz42t4hryjrv3.jpeg?q=70""/>",,https://www.flipkart.com/asus-rog-zephyrus-m16-2023-core-i9-13th-gen-32-gb-1-tb-ssd-windows-11-home-12-gb-graphics-nvidia-geforce-rtx-4080-gu604vz-nm050ws-gaming-laptop/p/itm1421a3f0b09a4?pid=COMGMXGVFXTJMMTG&lid=LSTCOMGMXGVFXTJMMTGBGGB6K&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_67&otracker=search&otracker1=search&fm=organic&iid=2e058c44-ff51-401f-87b7-8906a16945f6.COMGMXGVFXTJMMTG.SEARCH&ppt=None&ppn=None&ssid=0ke48age1s0000001682623252970&qH=312f91285e048e09
67,MSI Core i9 12th Gen - (32 GB/2 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA GeForce RTX 3080 Ti/120 H...,"₹2,99,990",Intel Core i9 Processor (12th Gen)32 GB DDR5 RAM64 bit Windows 11 Operating System2 TB SSD43.94 cm (17.3 Inch) Display2 Year On-Site & Carry-In Warranty,"<img alt=""MSI Core i9 12th Gen - (32 GB/2 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA GeForce RTX 3080 Ti/120 H..."" class=""_396cs4"" loading=""eager"" src=""https://rukminim1.flixcart.com/image/312/312/xif0q/computer/8/l/c/raider-ge77hx-12uhs-205in-gaming-laptop-msi-original-imaghffpfubseq3n.jpeg?q=70""/>",,https://www.flipkart.com/msi-core-i9-12th-gen-32-gb-2-tb-ssd-windows-11-home-16-gb-graphics-nvidia-geforce-rtx-3080-ti-120-hz-raider-ge77hx-12uhs-205in-gaming-laptop/p/itm9e5ce41e06c01?pid=COMGGZ23UYB7ZZUU&lid=LSTCOMGGZ23UYB7ZZUU0IYJO2&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_68&otracker=search&otracker1=search&fm=organic&iid=en_lCh00%2BFw9zeWwwPpm91Vw7ZlVwH%2BeEuOkVMAafwHTVQPhJi3%2BFtps6ZNgBSWha0zdNwy%2F76gxFBxJB%2Br4uJj9A%3D%3D&ppt=None&ppn=None&ssid=0ke48age1s0000001682623252970&qH=312f91285e048e09
68,realme Book (Slim) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) RMNB1001 Thin and Light Laptop,"₹36,999",Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System256 GB SSD35.56 cm (14 inch) DisplayNo1 Year Domestic Warranty,"<img alt=""realme Book (Slim) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) RMNB1001 Thin and Light Laptop"" class=""_396cs4"" loading=""eager"" src=""https://rukminim1.flixcart.com/image/312/312/ksez24w0/computer/v/b/y/rmnb1001-thin-and-light-laptop-realme-original-imag5zhgw27k4tbb.jpeg?q=70""/>",,https://www.flipkart.com/realme-book-slim-core-i3-11th-gen-8-gb-256-gb-ssd-windows-10-home-rmnb1001-thin-light-laptop/p/itm63278eae4e867?pid=COMG5YDPE6KHFFK6&lid=LSTCOMG5YDPE6KHFFK6TDC2UE&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_69&otracker=search&otracker1=search&fm=organic&iid=2e058c44-ff51-401f-87b7-8906a16945f6.COMG5YDPE6KHFFK6.SEARCH&ppt=None&ppn=None&ssid=0ke48age1s0000001682623252970&qH=312f91285e048e09
69,ASUS TUF Gaming A15 with 90Whr Battery Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB...,"₹1,15,990",AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,"<img alt=""ASUS TUF Gaming A15 with 90Whr Battery Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB..."" class=""_396cs4"" loading=""eager"" src=""https://rukminim1.flixcart.com/image/312/312/xif0q/computer/w/h/b/-original-imagmgzyrj4wgvqr.jpeg?q=70""/>",,https://www.flipkart.com/asus-tuf-gaming-a15-90whr-battery-ryzen-7-octa-core-6800hs-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-3060-fa577rm-hf031ws-laptop/p/itm8becb6ce66231?pid=COMGKAVGGWYHQPE7&lid=LSTCOMGKAVGGWYHQPE7W3R9DB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_70&otracker=search&otracker1=search&fm=organic&iid=2e058c44-ff51-401f-87b7-8906a16945f6.COMGKAVGGWYHQPE7.SEARCH&ppt=None&ppn=None&ssid=0ke48age1s0000001682623252970&qH=312f91285e048e09
70,HP Pavilion Aero (2023) Ryzen 5 Hexa Core 7535U - (16 GB/512 GB SSD/Windows 11 Home) 13-BE2057AU Thin ...,"₹67,990",AMD Ryzen 5 Hexa Core Processor16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD33.78 cm (13.3 Inch) Display1 Year Onsite Warranty,"<img alt=""HP Pavilion Aero (2023) Ryzen 5 Hexa Core 7535U - (16 GB/512 GB SSD/Windows 11 Home) 13-BE2057AU Thin ..."" class=""_396cs4"" loading=""eager"" src=""https://rukminim1.flixcart.com/image/312/312/xif0q/computer/f/w/y/13-be2048au-thin-and-light-laptop-hp-original-imagnh4n9kqfj4z5.jpeg?q=70""/>",,https://www.flipkart.com/hp-pavilion-aero-2023-ryzen-5-hexa-core-7535u-16-gb-512-gb-ssd-windows-11-home-13-be2057au-thin-light-laptop/p/itm0543570a56538?pid=COMGNGEBH8WZCXZN&lid=LSTCOMGNGEBH8WZCXZNFGH6DK&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&spotlightTagId=TrendingId_6bo%2Fb5g&srno=s_3_71&otracker=search&otracker1=search&fm=organic&iid=2e058c44-ff51-401f-87b7-8906a16945f6.COMGNGEBH8WZCXZN.SEARCH&ppt=None&ppn=None&ssid=0ke48age1s0000001682623252970&qH=312f91285e048e09
71,Lenovo IdeaPad 3 Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Lapt...,"₹52,990",Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display2 Years Onsite Warranty,"<img alt=""Lenovo IdeaPad 3 Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Lapt..."" class=""_396cs4"" loading=""eager"" src=""https://rukminim1.flixcart.com/image/312/312/kruyw7k0/computer/f/i/u/na-thin-and-light-laptop-lenovo-original-imag5jy6fsm2yx4q.jpeg?q=70""/>",,https://www.flipkart.com/lenovo-ideapad-3-intel-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-15itl6-thin-light-laptop/p/itm10f8ac508106e?pid=COMGGR9SBTFZCNDU&lid=LSTCOMGGR9SBTFZCNDU84OXGZ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_72&otracker=search&otracker1=search&fm=organic&iid=en_lCh00%2BFw9zeWwwPpm91Vw7ZlVwH%2BeEuOkVMAafwHTVQnay5Y75du9THZ%2F1AfyPUAh%2BkJfaUO8tQ8sNVPkqhXKw%3D%3D&ppt=None&ppn=None&ssid=0ke48age1s0000001682623252970&qH=312f91285e048e09
72,HP Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 14s-fq1092au Thin and Light Laptop,"₹46,990","AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home & Student 2019, HP Documentation, HP SSRM, HP Smart ""1 Year Onsite Warranty","<img alt=""HP Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 14s-fq1092au Thin and Light Laptop"" class=""_396cs4"" loading=""eager"" src=""https://rukminim1.flixcart.com/image/312/312/xif0q/computer/5/k/i/-original-imaggsh8hmh4jmdz.jpeg?q=70""/>",,https://www.flipkart.com/hp-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-11-home-14s-fq1092au-thin-light-laptop/p/itm808dc28eb54e7?pid=COMGAX8EYBZZDXY6&lid=LSTCOMGAX8EYBZZDXY6KGWIPZ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_73&otracker=search&otracker1=search&fm=organic&iid=f51aaafc-3316-4dfd-aa3e-9151fdbf2413.COMGAX8EYBZZDXY6.SEARCH&ppt=None&ppn=None&ssid=fg1rxvdz4w0000001682623253761&qH=312f91285e048e09
73,ASUS Vivobook Go 15 OLED (2023) Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK...,"₹47,990",AMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,"<img alt=""ASUS Vivobook Go 15 OLED (2023) Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK..."" class=""_396cs4"" loading=""eager"" src=""https://rukminim1.flixcart.com/image/312/312/xif0q/computer/n/c/y/-original-imagnzh2uecmwfbm.jpeg?q=70""/>",,https://www.flipkart.com/asus-vivobook-go-15-oled-2023-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-e1504fa-lk322ws-thin-light-laptop/p/itmd85c60a9ccc0a?pid=COMGMGXFE9F37AMQ&lid=LSTCOMGMGXFE9F37AMQLGQ2YD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_74&otracker=search&otracker1=search&fm=organic&iid=f51aaafc-3316-4dfd-aa3e-9151fdbf2413.COMGMGXFE9F37AMQ.SEARCH&ppt=None&ppn=None&ssid=fg1rxvdz4w0000001682623253761&qH=312f91285e048e09
74,HP Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0025AU Thin and Light Laptop,"₹38,490",AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,"<img alt=""HP Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0025AU Thin and Light Laptop"" class=""_396cs4"" loading=""eager"" src=""https://rukminim1.flixcart.com/image/312/312/xif0q/computer/f/w/a/-original-imagzs77cwe7z3hg.jpeg?q=70""/>",,https://www.flipkart.com/hp-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-15-fc0025au-thin-light-laptop/p/itm929b2a5b1d78d?pid=COMGZ7FRZDEQHNYQ&lid=LSTCOMGZ7FRZDEQHNYQYRSN6S&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_75&otracker=search&otracker1=search&fm=organic&iid=f51aaafc-3316-4dfd-aa3e-9151fdbf2413.COMGZ7FRZDEQHNYQ.SEARCH&ppt=None&ppn=None&ssid=fg1rxvdz4w0000001682623253761&qH=312f91285e048e09
75,Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 81X800J3IN|81X800LGIN...,"₹37,500",Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayOffice Home and Student 20212 Year Onsite�Warranty,"<img alt=""Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 81X800J3IN|81X800LGIN..."" class=""_396cs4"" loading=""eager"" src=""https://rukminim1.flixcart.com/image/312/312/xif0q/computer/9/z/v/-original-imagg5hhxrje3jqk.jpeg?q=70""/>",,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-81x800j3in-81x800lgin-81x800n2in-thin-light-laptop/p/itmd51064c6f0c1a?pid=COMGBNFUTNYFZRJQ&lid=LSTCOMGBNFUTNYFZRJQEVXKZI&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_76&otracker=search&otracker1=search&fm=organic&iid=en_OjdopiAOsUzWq%2BHmCrDKW6q9ztcKDJOqanxHzb4wDa0%2FiwJ2SM8tLURv%2BGQhS3Nc5jvKLcbEXjA5Qqj93kkVKg%3D%3D&ppt=None&ppn=None&ssid=fg1rxvdz4w0000001682623253761&qH=312f91285e048e09
